CCFS_A,CCFS_B,Mud_Diamict,Diamict_only,Al,Ca,Zr,K,Rb,Si,b_star,NGR,MS,Mud_Diamict_code,Diamict_only_code
27.352,23.39,diamict,massive_diamict,12.138,5.4153,53.883,1.4684,35.993,45.058,2.7,0.023,80.5,2,3
27.362,23.4,diamict,massive_diamict,11.512,5.1461,56.161,1.5712,41.094,44.551,2.7,0.023,80.5,2,3
27.387,23.42,diamict,massive_diamict,11.976,4.5683,53.718,1.5677,42.956,44.455,2.7,0.023,80.3,2,3
27.402,23.43,diamict,massive_diamict,12.152,4.14,48.986,1.6038,42.649,45.613,3.1,0.024,76.4,2,3
27.412,23.44,diamict,massive_diamict,12.152,4.14,48.986,1.6038,42.649,45.613,3.1,0.024,76.4,2,3
27.437,23.46,diamict,massive_diamict,12.087,3.7812,46.832,1.5786,45.64,45.16,4.1,0.024,71.3,2,3
27.452,23.47,diamict,massive_diamict,11.865,4.1343,48.131,1.5741,42.81,45.591,4.1,0.024,71.3,2,3
27.462,23.48,diamict,massive_diamict,12.246,3.9516,51.488,1.4889,38.973,46.193,3.1,0.024,67.5,2,3
27.487,23.5,diamict,massive_diamict,12.924,3.5955,53.869,1.4932,41.116,46.318,1,0.024,65.5,2,3
27.502,23.52,diamict,massive_diamict,13.035,3.5252,51.747,1.4816,39.51,46.499,1.1,0.024,64.6,2,3
27.512,23.52,diamict,massive_diamict,13.035,3.5252,51.747,1.4816,39.51,46.499,1.1,0.024,64.6,2,3
27.537,23.54,diamict,massive_diamict,13.006,3.4846,54.209,1.4815,38.738,46.96,0.7,0.024,64.4,2,3
27.552,23.56,diamict,massive_diamict,13.562,3.4421,61.446,1.4761,36.578,47.113,1.1,0.024,64.2,2,3
27.562,23.57,diamict,massive_diamict,13.565,3.511,55.792,1.4728,37.562,47.171,0.1,0.024,64.2,2,3
27.587,23.59,diamict,massive_diamict,13.256,3.4585,55.729,1.4553,39.208,46.864,-1.9,0.024,64.1,2,3
27.602,23.6,diamict,massive_diamict,12.935,3.5576,55.345,1.5218,38.687,46.681,-1.3,0.024,64.3,2,3
27.612,23.61,diamict,massive_diamict,12.935,3.5576,55.345,1.5218,38.687,46.681,-1.3,0.024,64.3,2,3
27.637,23.63,diamict,massive_diamict,12.922,3.5974,52.939,1.4898,38.284,46.007,-0.8,0.024,65.4,2,3
27.652,23.64,diamict,massive_diamict,12.514,3.6117,56.426,1.5138,42.475,45.768,-0.8,0.024,65.4,2,3
27.662,23.65,diamict,massive_diamict,12.116,3.5281,58.749,1.4424,39.571,43.915,-1.7,0.024,66.2,2,3
27.687,23.67,diamict,massive_diamict,12.318,3.7011,59.737,1.4853,39.435,45.352,-1.7,0.024,66.2,2,3
27.702,23.69,diamict,massive_diamict,11.898,3.7164,56.784,1.5496,43.676,44.311,-2.1,0.024,66.5,2,3
27.712,23.69,diamict,massive_diamict,12.595,3.4515,55.36,1.4642,38.624,45.25,-2.1,0.024,66.5,2,3
27.737,23.72,diamict,massive_diamict,12.595,3.4515,55.36,1.4642,38.624,45.25,1.1,0.024,67.8,2,3
27.752,23.73,diamict,massive_diamict,12.797,3.479,52.681,1.4597,40.244,46.24,1.1,0.024,68,2,3
27.762,23.74,diamict,massive_diamict,12.589,3.4765,57.187,1.4615,45.085,45.25,-0.3,0.024,68,2,3
27.787,23.76,diamict,massive_diamict,13.027,3.5234,56.656,1.4628,39.3,46.96,0.7,0.024,68.4,2,3
27.802,23.77,diamict,massive_diamict,13.055,3.4968,57.473,1.4762,37.58,46.61,0.3,0.024,68.4,2,3
27.812,23.78,diamict,massive_diamict,13.055,3.4968,57.473,1.4762,37.58,46.61,0.3,0.024,68.4,2,3
27.837,23.8,diamict,massive_diamict,13.137,3.4662,55.607,1.4679,38.858,46.613,-1.1,0.024,67.2,2,3
27.852,23.81,diamict,massive_diamict,12.868,3.5129,57.325,1.4871,40.581,45.815,-1.1,0.024,67.2,2,3
27.862,23.82,diamict,massive_diamict,13.071,3.4108,57.348,1.5353,39.352,45.525,-1.9,0.024,67.7,2,3
27.887,23.84,diamict,massive_diamict,13.067,3.3965,56.813,1.536,42.966,45.498,-1.5,0.024,66.6,2,3
27.902,23.86,diamict,massive_diamict,13.279,3.2439,56.856,1.5653,40.882,45.187,-1.2,0.024,64.5,2,3
27.912,23.87,diamict,massive_diamict,13.279,3.2439,56.856,1.5653,40.882,45.187,0.2,0.024,64.5,2,3
27.937,23.89,diamict,massive_diamict,12.948,3.1835,51.781,1.5727,42.419,44.86,-0.7,0.024,63.7,2,3
27.952,23.9,diamict,massive_diamict,13.569,3.1616,51.356,1.5435,39.906,45.581,-0.7,0.024,62.9,2,3
27.962,23.91,diamict,massive_diamict,13.554,3.1908,51.342,1.5434,39.921,45.703,-1.2,0.024,62.9,2,3
27.987,23.93,diamict,massive_diamict,13.547,3.266,55.782,1.5677,43.923,45.603,-0.7,0.024,61.7,2,3
28.002,23.94,diamict,massive_diamict,13.105,3.3333,51.891,1.581,42.872,45.612,-0.4,0.024,61.7,2,3
28.012,23.95,diamict,massive_diamict,13.105,3.3333,51.891,1.581,42.872,45.612,-0.4,0.024,62.5,2,3
28.037,23.97,diamict,massive_diamict,13.357,3.2957,53.045,1.5253,42.454,45.889,-0.6,0.024,64.6,2,3
28.052,23.99,diamict,massive_diamict,13.49,3.1844,52.851,1.5276,39.163,45.961,-1.1,0.024,65.3,2,3
28.062,23.99,diamict,massive_diamict,13.335,3.1756,51.183,1.5095,41.174,45.654,-1.1,0.024,65.3,2,3
28.087,24.02,diamict,massive_diamict,12.649,3.2717,58.229,1.5696,43.233,44.383,-2.3,0.024,67.3,2,3
28.102,24.03,diamict,massive_diamict,13.377,3.1806,54.19,1.537,41.389,45.723,-0.4,0.024,73.8,2,3
28.112,24.04,diamict,massive_diamict,13.377,3.1806,54.19,1.537,41.389,45.723,-0.2,0.024,73.8,2,3
28.137,24.06,diamict,massive_diamict,13.113,3.0907,55.263,1.563,41.833,44.435,-2.1,0.024,95.2,2,3
28.152,24.07,diamict,massive_diamict,12.906,3.1517,51.528,1.5393,43.681,44.04,-2.1,0.024,139,2,3
28.162,24.08,diamict,massive_diamict,12.253,3.1659,51.806,1.4294,42.522,43.598,-2.1,0.024,139,2,3
28.187,24.1,diamict,massive_diamict,12.253,3.1659,51.806,1.4294,42.522,43.598,-0.9,0.024,140,2,3
28.202,24.11,diamict,massive_diamict,12.253,3.1659,51.806,1.4294,42.522,43.598,0.2,0.024,140,2,3
28.212,24.12,diamict,massive_diamict,11.227,3.3027,63.342,1.3277,39.525,42.473,0.2,0.025,95.2,2,3
28.237,24.14,diamict,massive_diamict,13.48,3.1749,50.459,1.5049,41.287,45.578,-0.4,0.025,71.5,2,3
28.252,24.16,diamict,massive_diamict,13.38,3.1926,52.854,1.5346,40.502,45.583,-1.6,0.025,66.2,2,3
28.262,24.16,diamict,massive_diamict,13.111,3.0824,51.519,1.5575,40.175,45.414,-1.6,0.025,66.2,2,3
28.287,24.19,diamict,massive_diamict,13.202,3.2342,52.457,1.5279,44.428,45.203,-1.8,0.025,64.1,2,3
28.302,24.2,diamict,massive_diamict,13.495,3.1794,52.568,1.5583,41.549,45.672,-0.6,0.025,62.5,2,3
28.312,24.21,diamict,massive_diamict,13.495,3.1794,52.568,1.5583,41.549,45.672,-0.6,0.025,62.5,2,3
28.337,24.23,diamict,massive_diamict,13.333,3.2752,53.301,1.5651,43.108,45.387,-0.6,0.025,61.4,2,3
28.352,24.24,diamict,massive_diamict,13.744,3.1386,50.56,1.5652,42.05,45.208,-0.6,0.025,61.4,2,3
28.362,24.25,diamict,massive_diamict,13.326,3.1857,50.221,1.5337,41.532,45.098,-0.2,0.025,61.3,2,3
28.387,24.27,diamict,massive_diamict,14.009,3.1506,48.834,1.5515,42.307,45.777,0.2,0.025,62.1,2,3
28.402,24.28,diamict,massive_diamict,13.883,3.1122,46.933,1.5415,39.269,46.216,-1.5,0.025,62.1,2,3
28.412,24.29,diamict,massive_diamict,13.883,3.1122,46.933,1.5415,39.269,46.216,-1.5,0.025,62.5,2,3
28.437,24.31,diamict,massive_diamict,13.631,3.1651,49.843,1.5814,43.163,46.319,0.3,0.025,62,2,3
28.452,24.33,diamict,massive_diamict,12.646,3.2193,50.516,1.5353,41.66,44.299,-1.8,0.025,61.4,2,3
28.462,24.34,diamict,massive_diamict,12.646,3.2193,50.516,1.5353,41.66,44.299,-1.8,0.025,61.4,2,3
28.487,24.36,diamict,massive_diamict,13.01,3.2476,52.715,1.5953,42.019,44.858,0.2,0.025,61.5,2,3
28.502,24.37,diamict,massive_diamict,13.096,3.0341,50.021,1.5274,41.791,44.047,0.6,0.026,62.1,2,3
28.512,24.38,diamict,massive_diamict,13.508,3.1594,55.219,1.5659,41.243,45.507,0.6,0.026,62.1,2,3
28.537,24.4,diamict,massive_diamict,13.508,3.1594,55.219,1.5659,41.243,45.507,0.2,0.026,62.3,2,3
28.552,24.41,diamict,massive_diamict,13.485,3.1352,49.83,1.5961,44.519,45.803,0.2,0.026,62.3,2,3
28.562,24.42,diamict,massive_diamict,13.499,3.1473,49.954,1.6041,42.784,45.547,0.6,0.026,62.6,2,3
28.587,24.44,diamict,massive_diamict,13.418,3.1583,48.557,1.5975,43.295,45.616,-0.2,0.026,61.7,2,3
28.602,24.46,diamict,massive_diamict,13.457,3.0833,50.623,1.5577,42.995,45.201,-0.6,0.028,59.5,2,3
28.612,24.46,diamict,massive_diamict,13.457,3.0833,50.623,1.5577,42.995,45.201,-0.6,0.028,59.5,2,3
28.637,24.49,diamict,massive_diamict,13.065,3.0878,48.869,1.5761,41.453,44.059,-0.3,0.028,59.8,2,3
28.652,24.5,diamict,massive_diamict,13.037,3.1831,53.914,1.604,41.998,44.578,-0.3,0.028,60.2,2,3
28.662,24.51,diamict,massive_diamict,12.748,3.1381,50.519,1.4849,38.807,43.178,-0.1,0.028,60.2,2,3
28.687,24.53,diamict,massive_diamict,11.762,3.2084,56.538,1.5318,41.257,42.656,-0.9,0.028,69.8,2,3
28.702,24.54,diamict,massive_diamict,13.347,3.205,54.506,1.5089,40.624,45.501,0.1,0.026,94,2,3
28.723,24.56,diamict,massive_diamict,13.347,3.205,54.506,1.5089,40.624,45.501,0.1,0.026,94,2,3
28.748,24.58,diamict,massive_diamict,13.303,3.0983,52.429,1.505,39.911,45.554,-0.6,0.026,64,2,3
28.763,24.59,diamict,massive_diamict,13.502,3.0438,49.514,1.5038,41.845,45.339,-1.8,0.026,59.8,2,3
28.773,24.6,diamict,massive_diamict,13.502,3.0438,49.514,1.5038,41.845,45.339,-1.8,0.026,59.8,2,3
28.798,24.62,diamict,massive_diamict,13.854,3.1005,48.814,1.5318,38.887,46.406,-0.7,0.026,59.4,2,3
28.813,24.64,diamict,massive_diamict,13.797,3.1685,52.266,1.5433,41.44,45.95,-1.1,0.025,58.9,2,3
28.823,24.64,diamict,massive_diamict,13.259,3.1939,53.109,1.5132,40.743,45.421,-1.1,0.025,58.9,2,3
28.848,24.67,diamict,massive_diamict,13.178,3.027,48.729,1.4941,39.743,44.793,-1.5,0.025,61,2,3
28.863,24.68,diamict,massive_diamict,13.909,3.1676,50.483,1.5193,39.836,46.609,-0.4,0.025,61,2,3
28.873,24.69,diamict,massive_diamict,13.909,3.1676,50.483,1.5193,39.836,46.609,-1.5,0.025,60.5,2,3
28.898,24.71,diamict,massive_diamict,13.931,3.1068,54.087,1.4966,38.683,46.29,-2.2,0.025,60.5,2,3
28.913,24.72,diamict,massive_diamict,13.603,3.1424,53.581,1.5059,40.409,45.986,-2.2,0.025,60.9,2,3
28.923,24.73,diamict,massive_diamict,13.552,3.1247,49.374,1.5141,40.947,45.619,-1.5,0.025,60.9,2,3
28.948,24.75,diamict,massive_diamict,13.827,3.0132,47.374,1.5164,41.406,45.953,-0.7,0.025,62.1,2,3
28.963,24.76,diamict,massive_diamict,13.522,3.1242,49.894,1.5149,39.395,45.898,-1.6,0.025,62.8,2,3
28.973,24.77,diamict,massive_diamict,13.522,3.1242,49.894,1.5149,39.395,45.898,-1.6,0.025,62.8,2,3
28.998,24.79,diamict,massive_diamict,13.49,3.1128,47.955,1.4685,39.099,45.792,-1.2,0.025,62.7,2,3
29.013,24.81,diamict,massive_diamict,13.726,3.0536,49.581,1.493,39.06,46.195,-2.1,0.025,61.7,2,3
29.023,24.82,diamict,massive_diamict,13.987,3.1632,49.042,1.527,38.481,46.911,-2.1,0.025,60.8,2,3
29.048,24.84,diamict,massive_diamict,13.485,3.0712,49.886,1.4813,39.542,45.428,-1.4,0.025,61.2,2,3
29.063,24.85,diamict,massive_diamict,13.485,3.0712,49.886,1.4813,39.542,45.428,-2.1,0.025,61.2,2,3
29.073,24.86,diamict,sandy_diamict,13.425,3.1393,48.888,1.5087,40.772,45.802,-2.1,0.025,61.5,2,5
29.098,24.88,diamict,sandy_diamict,13.647,3.0764,49.047,1.5217,39.449,45.972,-2.5,0.025,61.5,2,5
29.113,24.89,diamict,sandy_diamict,13.37,3.2193,51.804,1.4695,38.355,45.74,-2.5,0.025,61.2,2,5
29.123,24.9,diamict,massive_diamict,13.37,3.2193,51.804,1.4695,38.355,45.74,-2.4,0.025,61.2,2,3
29.148,24.92,diamict,massive_diamict,13.625,3.2713,54.588,1.4286,36.793,46.168,-2.4,0.025,61.9,2,3
29.163,24.94,diamict,massive_diamict,12.938,3.3118,56.211,1.3421,36.541,45.277,-2.1,0.025,63.2,2,3
29.173,24.94,diamict,massive_diamict,13.488,3.1723,51.707,1.5554,40.756,45.481,-2.1,0.025,63.2,2,3
29.198,24.97,diamict,massive_diamict,13.488,3.1723,51.707,1.5554,40.756,45.481,-1.5,0.025,60,2,3
29.213,24.98,diamict,massive_diamict,13.769,3.0879,51.193,1.5359,41.199,46.141,-1.6,0.025,60,2,3
29.223,24.99,diamict,massive_diamict,13.58,3.1231,49.024,1.5623,41.385,45.892,-1.6,0.025,58.8,2,3
29.248,25.01,diamict,massive_diamict,13.608,3.1436,48.763,1.5695,42.048,45.933,-1.2,0.025,58.3,2,3
29.263,25.02,diamict,massive_diamict,13.392,3.1774,52.188,1.5694,44.297,46.034,-1,0.025,58.3,2,3
29.273,25.03,diamict,massive_diamict,13.392,3.1774,52.188,1.5694,44.297,46.034,-1,0.025,58.3,2,3
29.298,25.05,diamict,massive_diamict,13.897,3.0756,50.141,1.5659,43.412,46.153,-0.8,0.025,57.9,2,3
29.313,25.06,diamict,massive_diamict,13.51,3.1309,51.208,1.5651,41.735,45.673,-0.8,0.025,57.2,2,3
29.323,25.07,diamict,massive_diamict,13.66,3.0934,51.15,1.5699,41.88,45.706,-0.8,0.025,57.2,2,3
29.348,25.09,diamict,massive_diamict,13.572,3.0725,53.255,1.5692,41.768,45.821,-0.4,0.025,57,2,3
29.363,25.11,diamict,massive_diamict,13.91,3.019,47.969,1.5571,43.123,45.865,-0.4,0.025,55.6,2,3
29.373,25.11,diamict,massive_diamict,13.91,3.019,47.969,1.5571,43.123,45.865,-0.4,0.025,55.6,2,3
29.398,25.14,diamict,massive_diamict,13.339,2.9743,48.582,1.6295,44.728,45.281,-1.2,0.025,54.3,2,3
29.413,25.15,diamict,massive_diamict,13.67,2.9505,51.734,1.5883,44.976,45.536,-1.2,0.025,54.3,2,3
29.423,25.16,diamict,massive_diamict,13.806,3.0528,48.75,1.5783,43.378,45.881,-0.6,0.025,55.6,2,3
29.448,25.18,diamict,massive_diamict,13.293,3.0888,49.636,1.6046,42.974,45.744,-0.7,0.025,55.6,2,3
29.463,25.19,diamict,massive_diamict,13.437,3.0382,51.539,1.5638,41.973,45.208,-1.6,0.025,55.8,2,3
29.473,25.2,diamict,massive_diamict,13.437,3.0382,51.539,1.5638,41.973,45.208,-1.6,0.025,55.8,2,3
29.498,25.22,diamict,massive_diamict,13.47,3.1345,56.398,1.5518,42.102,45.197,-1,0.025,56.9,2,3
29.513,25.23,diamict,massive_diamict,13.737,3.1226,49.43,1.5857,41.768,45.979,-1,0.025,57.9,2,3
29.523,25.24,diamict,massive_diamict,13.72,3.0707,48.399,1.6058,40.429,46.578,-1.1,0.025,57.9,2,3
29.548,25.26,diamict,massive_diamict,14.089,2.9833,48.536,1.6364,45.553,45.831,-1.6,0.025,59.4,2,3
29.563,25.28,diamict,massive_diamict,13.431,3.1371,47.617,1.686,47.972,45.55,-1.6,0.025,62.4,2,3
29.573,25.29,diamict,massive_diamict,13.709,3.1568,48.568,1.6795,46.022,45.759,-2.1,0.025,65.4,2,3
29.598,25.31,diamict,massive_diamict,13.709,3.1568,48.568,1.6795,46.022,45.759,-2.1,0.025,64.5,2,3
29.613,25.32,diamict,massive_diamict,14.049,2.9693,46.413,1.5647,40.807,45.466,-2.1,0.025,64.5,2,3
29.623,25.33,diamict,massive_diamict,14.049,2.9693,46.413,1.5647,40.807,45.466,-1.9,0.025,64.5,2,3
29.661,25.36,diamict,massive_diamict,13.253,3.1022,53.542,1.5518,41.914,45.466,0.1,0.025,59.4,2,3
29.686,25.38,diamict,massive_diamict,13.411,3.1272,50.021,1.5729,41.515,45.915,-0.3,0.025,61,2,3
29.687,25.38,diamict,massive_diamict,13.411,3.1272,50.021,1.5729,41.515,45.915,-0.3,0.025,61,2,3
29.711,25.4,diamict,massive_diamict,13.16,3.2319,53.186,1.533,43.143,45.069,-0.9,0.025,62,2,3
29.736,25.43,diamict,massive_diamict,12.148,3.126,55.331,1.4602,41.666,42.972,-1.6,0.025,61.7,2,3
29.737,25.43,diamict,massive_diamict,12.148,3.126,55.331,1.4602,41.666,42.972,-1.6,0.025,61.7,2,3
29.761,25.45,diamict,massive_diamict,12.993,3.1698,51.699,1.5504,42.443,45.328,-0.5,0.025,62.4,2,3
29.786,25.47,diamict,massive_diamict,12.972,3.1551,54.399,1.5375,40.877,45.192,-0.5,0.025,61.7,2,3
29.787,25.47,diamict,massive_diamict,12.972,3.1551,54.399,1.5375,40.877,45.192,-0.5,0.025,61.7,2,3
29.811,25.49,diamict,massive_diamict,12.792,2.9984,52.192,1.5615,43.452,44.282,-1.5,0.025,60.5,2,3
29.836,25.51,diamict,massive_diamict,12.654,3.159,53.153,1.5281,41.253,43.795,-0.6,0.025,61.2,2,3
29.837,25.51,diamict,massive_diamict,12.654,3.159,53.153,1.5281,41.253,43.795,-0.6,0.025,61.2,2,3
29.861,25.53,diamict,massive_diamict,12.996,3.1975,54.096,1.5354,41.363,44.29,-0.4,0.025,60.4,2,3
29.886,25.55,diamict,massive_diamict,13.385,3.0551,54.515,1.4925,40.478,44.218,-0.5,0.025,58.5,2,3
29.887,25.55,diamict,massive_diamict,13.385,3.0551,54.515,1.4925,40.478,44.218,-0.5,0.025,58.5,2,3
29.911,25.57,diamict,massive_diamict,13.39,3.1276,53.542,1.5945,43.316,45.232,0.3,0.026,57.8,2,3
29.936,25.6,diamict,massive_diamict,13.226,3.056,52,1.5864,43.063,45.081,0,0.026,57.2,2,3
29.937,25.6,diamict,massive_diamict,13.226,3.056,52,1.5864,43.063,45.081,0,0.026,57.2,2,3
29.961,25.62,diamict,massive_diamict,13.089,3.1585,53.618,1.5614,41.533,44.807,-1.2,0.026,57.3,2,3
29.986,25.64,diamict,massive_diamict,13.042,3.0964,49.617,1.5612,41.979,44.444,-1.1,0.026,56,2,3
29.987,25.64,diamict,massive_diamict,13.042,3.0964,49.617,1.5612,41.979,44.444,-1.1,0.026,56,2,3
30.011,25.66,diamict,massive_diamict,12.233,2.9795,50.419,1.4264,39.333,42.703,-1.3,0.026,55.9,2,3
30.036,25.68,diamict,massive_diamict,12.6,3.2646,57.06,1.6322,45.22,44.295,0.2,0.026,57,2,3
30.037,25.68,diamict,massive_diamict,12.6,3.2646,57.06,1.6322,45.22,44.295,0.2,0.026,57,2,3
30.061,25.7,diamict,massive_diamict,10.987,3.0454,53.027,1.419,40.895,40.321,-2,0.026,57.4,2,3
30.086,25.72,diamict,massive_diamict,12.126,3.0809,52.428,1.4782,40.726,42.297,-1.1,0.026,57.1,2,3
30.087,25.73,diamict,massive_diamict,12.126,3.0809,52.428,1.4782,40.726,42.297,-1.2,0.026,57.1,2,3
30.111,25.75,diamict,massive_diamict,11.816,3.0911,63.406,1.5119,48.225,42.393,-0.8,0.026,52.2,2,3
30.136,25.77,diamict,massive_diamict,11.347,2.9856,48.967,1.427,40.616,40.736,-0.9,0.026,52.2,2,3
30.137,25.77,diamict,massive_diamict,11.347,2.9856,48.967,1.427,40.616,40.736,-0.9,0.026,52.2,2,3
30.161,25.79,diamict,massive_diamict,13.201,2.9768,50.58,1.5132,41.301,44.315,1,0.026,57.8,2,3
30.186,25.81,diamict,massive_diamict,13.042,3.0714,50.821,1.5343,43.039,44.605,0.3,0.026,64.8,2,3
30.187,25.81,diamict,massive_diamict,13.042,3.0714,50.821,1.5343,43.039,44.605,0.3,0.026,64.8,2,3
30.211,25.83,diamict,massive_diamict,13.255,3.1239,58.248,1.6251,45.465,44.228,-0.3,0.026,66.5,2,3
30.236,25.85,diamict,massive_diamict,13.678,3.1093,52.423,1.5904,43.044,45.421,0.2,0.026,60.5,2,3
30.237,25.85,diamict,massive_diamict,13.678,3.1093,52.423,1.5904,43.044,45.421,0.2,0.026,60.5,2,3
30.261,25.87,diamict,massive_diamict,13.604,3.1188,52.158,1.5818,45.47,45.209,1,0.026,56.3,2,3
30.286,25.9,diamict,massive_diamict,12.645,3.0914,53.809,1.7148,51.888,42.676,0.4,0.026,55,2,3
30.287,25.9,diamict,massive_diamict,12.645,3.0914,53.809,1.7148,51.888,42.676,0.4,0.026,55,2,3
30.311,25.92,diamict,massive_diamict,13.504,3.1547,53.511,1.5789,44.947,45.214,-1.1,0.026,53.6,2,3
30.336,25.94,diamict,massive_diamict,12.93,3.1243,51.19,1.6159,43.943,43.971,-1,0.026,52.2,2,3
30.337,25.94,diamict,massive_diamict,12.93,3.1243,51.19,1.6159,43.943,43.971,-1,0.026,52.2,2,3
30.361,25.96,diamict,massive_diamict,13.326,2.8508,54.508,1.6039,46.788,44.849,0.6,0.026,53.2,2,3
30.386,25.98,diamict,massive_diamict,13.392,3.0597,50.727,1.5899,45.053,45.343,0.1,0.026,53.9,2,3
30.387,25.98,diamict,massive_diamict,13.392,3.0597,50.727,1.5899,45.053,45.343,0.1,0.026,53.9,2,3
30.411,26,diamict,massive_diamict,11.822,3.0703,53.122,1.6169,47.58,42.11,-1.4,0.026,52.9,2,3
30.436,26.02,diamict,massive_diamict,13.255,3.168,48.745,1.6259,43.066,45.254,0.2,0.026,52.4,2,3
30.437,26.02,diamict,massive_diamict,13.255,3.168,48.745,1.6259,43.066,45.254,0.2,0.026,52.4,2,3
30.461,26.05,diamict,massive_diamict,13.255,3.168,48.745,1.6259,43.066,45.254,0.2,0.026,51.6,2,3
30.486,26.07,diamict,massive_diamict,13.255,3.168,48.745,1.6259,43.066,45.254,0.2,0.026,49.2,2,3
30.487,26.07,diamict,massive_diamict,13.255,3.168,48.745,1.6259,43.066,45.254,0.2,0.026,49.2,2,3
30.511,26.09,diamict,massive_diamict,13.257,3.1468,48.985,1.6199,44.357,44.755,0.2,0.027,51.2,2,3
30.536,26.11,diamict,massive_diamict,13.165,3.2286,54.259,1.6361,44.614,44.911,-0.2,0.027,56,2,3
30.537,26.11,diamict,massive_diamict,13.165,3.2286,54.259,1.6361,44.614,44.911,-0.2,0.027,56,2,3
30.561,26.13,diamict,massive_diamict,13.906,3.0853,51.915,1.6998,44.914,45.771,-0.5,0.027,59.2,2,3
30.586,26.15,diamict,massive_diamict,13.557,3.1582,50.363,1.769,51.033,44.459,0.3,0.027,64.1,2,3
30.587,26.15,diamict,massive_diamict,13.557,3.1582,50.363,1.769,51.033,44.459,0.3,0.027,64.1,2,3
30.611,26.17,diamict,massive_diamict,13.419,3.3433,50.185,1.6529,43.944,46.04,0.6,0.026,64.7,2,3
30.636,26.19,diamict,massive_diamict,13.702,3.1666,52.449,1.5896,42.693,45.508,0.2,0.026,62.2,2,3
30.637,26.2,diamict,massive_diamict,13.702,3.1666,52.449,1.5896,42.693,45.508,0.2,0.026,62.2,2,3
30.661,26.22,diamict,massive_diamict,13.454,3.1675,54.871,1.6239,43.481,45.601,0.3,0.026,59.7,2,3
30.686,26.24,diamict,massive_diamict,13.417,3.12,52.551,1.6556,46.499,45.265,1,0.026,58.3,2,3
30.687,26.24,diamict,massive_diamict,13.417,3.12,52.551,1.6556,46.499,45.265,1,0.026,58.3,2,3
30.711,26.26,diamict,massive_diamict,13.423,3.1466,49.788,1.6204,44.388,45.902,-0.7,0.026,58.6,2,3
30.736,26.28,diamict,massive_diamict,13.115,3.2161,49.726,1.6848,47.487,45.333,-0.2,0.026,60.7,2,3
30.737,26.28,diamict,massive_diamict,13.115,3.2161,49.726,1.6848,47.487,45.333,-0.2,0.026,60.7,2,3
30.761,26.3,diamict,massive_diamict,12.87,3.2116,51.682,1.596,45.178,45.592,0.6,0.026,63.6,2,3
30.786,26.32,diamict,massive_diamict,13.079,3.1623,51.545,1.5947,42.917,45.178,1.1,0.026,64.8,2,3
30.787,26.32,diamict,massive_diamict,13.079,3.1623,51.545,1.5947,42.917,45.178,1.1,0.026,64.8,2,3
30.811,26.34,diamict,massive_diamict,12.973,3.26,49.6,1.6715,45.754,45.416,0,0.026,64.1,2,3
30.836,26.37,diamict,mud_wdropstones,12.894,3.2648,51.538,1.6623,46.541,45.467,0.1,0.026,63.5,2,1
30.837,26.37,diamict,mud_wdropstones,12.894,3.2648,51.538,1.6623,46.541,45.467,0.1,0.026,63.5,2,1
30.861,26.39,diamict,mud_wdropstones,13.059,3.2245,50.154,1.5858,44.33,45.763,-0.6,0.026,62.6,2,1
30.886,26.41,diamict,mud_wdropstones,13.059,3.2245,50.154,1.5858,44.33,45.763,-1.7,0.026,61.5,2,1
30.887,26.41,diamict,mud_wdropstones,13.059,3.2245,50.154,1.5858,44.33,45.763,-1.7,0.026,61.5,2,1
30.911,26.43,diamict,mud_wdropstones,12.973,3.3769,49.732,1.7008,50.877,45.036,-0.2,0.026,62,2,1
30.936,26.45,diamict,mud_wdropstones,12.977,3.3325,50.397,1.6808,46.678,45.328,-0.4,0.026,64,2,1
30.937,26.45,diamict,mud_wdropstones,12.977,3.3325,50.397,1.6808,46.678,45.328,-0.4,0.026,64,2,1
30.961,26.47,diamict,mud_wdropstones,12.951,3.3553,48.328,1.6668,47.141,45.036,0.3,0.026,66.3,2,1
30.986,26.49,diamict,mud_wdropstones,12.574,3.398,47.894,1.6685,48.121,44.827,-0.8,0.026,67.5,2,1
30.987,26.49,diamict,mud_wdropstones,12.574,3.398,47.894,1.6685,48.121,44.827,-0.8,0.026,67.5,2,1
31.011,26.52,diamict,mud_wdropstones,12.884,3.5524,50.295,1.785,52.858,44.65,0.5,0.026,68.5,2,1
31.036,26.54,diamict,mud_wdropstones,10.451,3.5119,52.713,1.6153,51.316,39.522,0.5,0.026,69.8,2,1
31.037,26.54,diamict,mud_wdropstones,10.451,3.5119,52.713,1.6153,51.316,39.522,0.5,0.026,69.8,2,1
31.051,26.55,diamict,mud_wdropstones,10.451,3.5119,52.713,1.6153,51.316,39.522,0.5,0.026,71,2,1
31.076,26.57,diamict,mud_wdropstones,12.054,3.3949,51.889,1.7291,50.104,42.204,0.6,0.026,71,2,1
31.079,26.57,diamict,mud_wdropstones,12.054,3.3949,51.889,1.7291,50.104,42.204,0.6,0.026,71,2,1
31.101,26.59,diamict,mud_wdropstones,11.198,3.449,52.308,1.7152,53.408,41.063,-0.1,0.026,73.2,2,1
31.126,26.61,diamict,mud_wdropstones,10.925,3.4229,58.825,1.6732,57.932,39.505,0.4,0.026,75.6,2,1
31.129,26.62,diamict,mud_wdropstones,10.925,3.4229,58.825,1.6732,57.932,39.505,0.4,0.026,77.4,2,1
