"","depth","mclust_results","hclust_3PCs-5Clusters"
"2868",43.214,1,3
"2869",43.221,1,3
"2870",43.239,1,3
"2871",43.264,1,3
"2872",43.271,1,3
"2873",43.289,1,3
"2874",43.314,1,1
"2875",43.321,1,1
"2876",43.339,1,3
"2877",43.364,1,3
"2878",43.371,1,3
"2879",43.389,1,3
"2880",43.414,1,3
"2881",43.421,1,3
"2882",43.439,1,3
"2883",43.464,2,1
"2884",43.471,2,1
"2885",43.489,1,3
"2886",43.514,1,3
"2887",43.521,1,3
"2888",43.539,1,3
"2889",43.564,1,3
"2890",43.571,1,3
"2891",43.589,1,3
"2892",43.614,1,1
"2893",43.621,1,1
"2894",43.639,1,3
"2895",43.664,2,1
"2896",43.671,2,1
"2897",43.689,1,1
"2898",43.714,1,3
"2899",43.721,1,3
"2900",43.739,1,3
"2901",43.764,1,3
"2902",43.771,1,3
"2903",43.789,1,3
"2904",43.814,1,3
"2905",43.821,1,3
"2906",43.839,1,1
"2907",43.874,1,3
"2908",43.892,1,3
"2909",43.899,1,1
"2910",43.924,1,1
"2911",43.942,1,1
"2912",43.949,1,1
"2913",43.974,1,3
"2914",43.992,1,1
"2915",43.999,1,3
"2916",44.024,1,3
"2917",44.042,1,3
"2918",44.049,1,3
"2919",44.074,1,3
"2920",44.092,1,3
"2921",44.099,1,1
"2922",44.124,1,3
"2923",44.142,1,1
"2924",44.149,1,1
"2925",44.174,1,1
"2926",44.192,1,3
"2927",44.199,1,1
"2928",44.224,1,3
"2929",44.242,1,3
"2930",44.249,1,3
"2931",44.274,1,3
"2932",44.292,1,3
"2933",44.299,1,3
"2934",44.324,1,3
"2935",44.342,1,3
"2936",44.349,1,3
"2937",44.374,1,3
"2938",44.392,1,3
"2939",44.399,1,3
"2940",44.424,1,3
"2941",44.442,1,3
"2942",44.449,1,3
"2943",44.474,1,3
"2944",44.492,4,4
"2945",44.499,1,3
"2946",44.524,1,3
"2947",44.542,1,3
"2948",44.549,1,3
"2949",44.574,1,3
"2950",44.592,1,3
"2951",44.599,1,3
"2952",44.624,1,3
"2953",44.642,1,3
"2954",44.649,1,3
"2955",44.674,1,3
"2956",44.692,1,3
"2957",44.699,1,3
"2958",44.724,1,3
"2959",44.742,1,3
"2960",44.749,1,3
"2961",44.774,1,3
"2962",44.792,1,3
"2963",44.799,1,3
"2964",44.824,1,1
"2965",44.842,1,3
"2966",44.849,1,3
"2967",44.874,1,3
"2968",44.892,1,3
"2969",44.899,1,3
"2970",44.924,1,3
"2971",44.942,1,3
"2972",44.949,1,3
"2973",44.974,1,3
"2974",44.992,1,3
"2975",44.999,1,3
"2976",45.024,3,3
"2977",45.042,3,3
"2978",45.049,3,3
"2979",45.074,3,3
"2980",45.092,3,3
"2981",45.099,3,3
"2982",45.124,1,3
"2983",45.142,1,3
"2984",45.149,1,3
"2985",45.174,1,3
"2986",45.192,1,3
"2987",45.199,1,3
"2988",45.224,1,3
"2989",45.242,1,3
"2990",45.249,3,3
"2991",45.274,3,3
"2992",45.292,3,3
"2993",45.299,1,3
"2994",45.324,1,3
"2995",45.365,3,3
"2996",45.387,3,3
"2997",45.39,3,3
"2998",45.415,3,3
"2999",45.437,3,3
"3000",45.44,3,3
"3001",45.465,3,3
"3002",45.487,3,3
"3003",45.49,3,3
"3004",45.515,3,3
"3005",45.537,3,2
"3006",45.54,3,2
"3007",45.565,3,3
"3008",45.587,3,3
"3009",45.59,3,3
"3010",45.615,3,3
"3011",45.637,3,3
"3012",45.64,3,3
"3013",45.665,3,3
"3014",45.687,3,3
"3015",45.69,3,3
"3016",45.715,3,3
"3017",45.737,3,2
"3018",45.74,3,2
"3019",45.765,3,3
"3020",45.787,3,3
"3021",45.79,3,3
"3022",45.815,3,3
"3023",45.837,4,4
"3024",45.84,4,4
"3025",45.865,3,2
"3026",45.887,3,3
"3027",45.89,3,3
"3028",45.915,3,3
"3029",45.937,3,3
"3030",45.94,3,3
"3031",45.965,4,4
"3032",45.987,3,3
"3033",45.99,3,3
"3034",46.015,3,3
"3035",46.037,3,3
"3036",46.04,3,3
"3037",46.065,3,3
"3038",46.087,3,3
"3039",46.09,3,3
"3040",46.115,3,3
"3041",46.137,3,3
"3042",46.14,3,3
"3043",46.165,3,3
"3044",46.187,3,3
"3045",46.19,3,3
"3046",46.215,3,3
"3047",46.237,3,3
"3048",46.24,3,3
"3049",46.265,3,2
"3050",46.287,3,2
"3051",46.29,3,2
"3052",46.315,3,2
"3053",46.337,3,2
"3054",46.34,3,2
"3055",46.365,3,3
"3056",46.387,3,2
"3057",46.39,3,2
"3058",46.415,3,2
"3059",46.437,3,2
"3060",46.44,3,2
"3061",46.465,3,3
"3062",46.487,3,3
"3063",46.49,3,3
"3064",46.515,3,3
"3065",46.537,3,3
"3066",46.54,3,3
"3067",46.565,3,3
"3068",46.587,3,3
"3069",46.59,3,3
"3070",46.615,3,3
"3071",46.637,3,3
"3072",46.64,3,3
"3073",46.665,3,3
"3074",46.687,3,3
"3075",46.69,3,3
"3076",46.715,3,3
"3077",46.737,3,3
"3078",46.787,3,3
"3079",46.863,3,3
"3080",46.888,5,1
"3081",46.899,5,1
"3082",46.913,5,1
"3083",46.938,5,1
"3084",46.949,1,2
"3085",46.963,1,2
"3086",46.988,3,3
"3087",46.999,3,3
"3088",47.013,3,3
"3089",47.038,3,3
"3090",47.049,3,3
"3091",47.063,3,3
"3092",47.088,3,2
"3093",47.099,3,2
"3094",47.113,3,3
"3095",47.138,3,3
"3096",47.149,3,3
"3097",47.163,3,3
"3098",47.188,3,3
"3099",47.199,3,3
"3100",47.213,3,3
"3101",47.238,3,3
"3102",47.249,3,3
"3103",47.263,3,3
"3104",47.288,3,3
"3105",47.299,3,3
"3106",47.313,3,3
"3107",47.338,3,3
"3108",47.349,3,3
"3109",47.363,3,3
"3110",47.388,3,3
"3111",47.4,1,3
"3112",47.405,1,3
"3113",47.43,1,3
"3114",47.45,3,3
"3115",47.455,3,3
"3116",47.48,3,3
"3117",47.5,3,3
"3118",47.505,3,3
"3119",47.53,3,3
"3120",47.55,3,3
"3121",47.555,3,3
"3122",47.58,3,3
"3123",47.6,1,2
"3124",47.605,3,3
"3125",47.63,3,3
"3126",47.65,3,3
"3127",47.655,3,3
"3128",47.68,3,3
"3129",47.7,3,3
"3130",47.705,3,2
"3131",47.73,3,2
"3132",47.75,3,3
"3133",47.755,3,3
"3134",47.78,3,2
"3135",47.8,3,3
"3136",47.805,4,2
"3137",47.83,3,3
"3138",47.85,3,3
"3139",47.855,3,3
"3140",47.88,3,3
"3141",47.9,3,3
"3142",47.905,3,3
"3143",47.93,3,3
"3144",47.95,3,3
"3145",47.955,3,3
"3146",47.98,3,3
"3147",48,3,3
"3148",48.005,3,3
"3149",48.03,3,3
"3150",48.05,3,3
"3151",48.055,3,3
"3152",48.08,3,3
"3153",48.1,3,3
"3154",48.105,3,3
"3155",48.13,3,3
"3156",48.15,3,3
"3157",48.155,3,3
"3158",48.18,3,2
"3159",48.2,3,3
"3160",48.205,3,3
"3161",48.23,3,3
"3162",48.25,3,2
"3163",48.254,3,2
"3164",48.279,3,3
"3165",48.3,3,3
"3166",48.304,3,3
"3167",48.329,1,3
"3168",48.35,3,3
"3169",48.354,3,3
"3170",48.379,3,3
"3171",48.4,3,3
"3172",48.404,3,3
"3173",48.429,3,3
"3174",48.45,3,3
"3175",48.454,3,3
"3176",48.5,3,3
"3177",48.5,3,3
"3178",48.525,3,3
"3179",48.529,3,3
"3180",48.55,3,2
"3181",48.575,3,2
"3182",48.579,3,2
"3183",48.6,3,3
"3184",48.625,3,2
"3185",48.629,3,2
"3186",48.65,3,3
"3187",48.675,3,2
"3188",48.679,3,2
"3189",48.7,3,3
"3190",48.725,3,3
"3191",48.729,3,3
"3192",48.75,3,3
"3193",48.775,3,3
"3194",48.779,3,3
"3195",48.8,3,3
"3196",48.825,3,3
"3197",48.829,3,3
"3198",48.85,3,3
"3199",48.875,3,3
"3200",48.879,3,3
"3201",48.9,3,3
"3202",48.925,3,3
"3203",48.929,3,3
"3204",48.95,3,3
"3205",48.975,4,2
"3206",48.979,4,2
"3207",49,3,2
"3208",49.025,3,2
"3209",49.029,3,2
"3210",49.05,3,3
"3211",49.075,3,3
"3212",49.079,3,3
"3213",49.1,3,3
"3214",49.125,3,3
"3215",49.129,3,3
"3216",49.15,3,3
"3217",49.175,3,3
"3218",49.179,3,3
"3219",49.2,4,2
"3220",49.225,3,3
"3221",49.229,3,3
"3222",49.25,3,3
"3223",49.275,3,3
"3224",49.279,3,3
"3225",49.3,3,3
"3226",49.325,3,3
"3227",49.329,3,3
"3228",49.35,3,3
"3229",49.375,3,3
"3230",49.379,3,3
"3231",49.4,3,3
"3232",49.425,3,3
"3233",49.429,3,3
"3234",49.45,3,3
"3235",49.475,3,3
"3236",49.479,3,3
"3237",49.5,3,3
"3238",49.525,3,3
"3239",49.529,3,3
"3240",49.55,3,3
"3241",49.575,3,3
"3242",49.579,3,3
"3243",49.6,3,3
"3244",49.625,2,1
"3245",49.629,2,1
"3246",49.65,4,2
"3247",49.675,3,3
"3248",49.679,3,3
"3249",49.7,3,3
"3250",49.725,3,3
"3251",49.729,3,3
"3252",49.75,3,3
"3253",49.775,3,2
"3254",49.779,3,2
"3255",49.8,3,3
"3256",49.825,3,3
"3257",49.829,3,3
"3258",49.85,3,3
"3259",49.875,3,3
"3260",49.879,3,3
"3261",49.9,3,3
"3262",49.925,3,3
"3263",49.95,3,3
"3264",49.953,3,3
"3265",49.978,3,3
"3266",49.989,3,3
"3267",50.003,3,3
"3268",50.028,3,3
"3269",50.039,3,3
"3270",50.053,3,3
"3271",50.078,3,3
"3272",50.089,3,3
"3273",50.103,3,3
"3274",50.128,3,2
"3275",50.139,3,3
"3276",50.153,3,3
"3277",50.178,3,3
"3278",50.189,3,3
"3279",50.203,1,2
"3280",50.228,1,2
"3281",50.239,3,3
"3282",50.253,3,3
"3283",50.278,3,3
"3284",50.289,3,3
"3285",50.303,3,2
"3286",50.328,3,2
"3287",50.339,3,2
"3288",50.353,3,3
"3289",50.378,3,3
"3290",50.389,3,3
"3291",50.403,3,3
"3292",50.428,3,3
"3293",50.439,3,3
"3294",50.453,3,3
"3295",50.478,3,3
"3296",50.489,3,3
"3297",50.503,3,3
"3298",50.528,3,3
"3299",50.539,5,4
"3300",50.553,5,4
"3301",50.578,4,3
"3302",50.589,4,3
"3303",50.603,4,3
"3304",50.628,3,3
"3305",50.639,2,1
"3306",50.653,3,2
"3307",50.678,3,3
"3308",50.689,3,3
"3309",50.703,3,3
"3310",50.728,3,3
"3311",50.739,3,3
"3312",50.753,3,3
"3313",50.778,3,3
"3314",50.789,3,3
"3315",50.803,3,3
"3316",50.828,3,3
"3317",50.839,3,3
"3318",50.853,3,3
"3319",50.878,3,3
"3320",50.889,3,3
"3321",50.903,3,3
"3322",50.928,3,3
"3323",50.939,3,3
"3324",50.953,3,3
"3325",50.978,3,3
"3326",50.989,3,3
"3327",51.003,3,3
"3328",51.028,3,3
"3329",51.039,3,3
"3330",51.053,3,3
"3331",51.078,3,3
"3332",51.089,3,3
"3333",51.103,3,3
"3334",51.128,3,3
"3335",51.139,3,3
"3336",51.153,3,3
"3337",51.178,1,3
"3338",51.189,1,3
"3339",51.203,3,3
"3340",51.228,3,3
"3341",51.239,3,3
"3342",51.253,1,3
"3343",51.278,3,3
"3344",51.289,3,3
"3345",51.303,3,3
"3346",51.328,3,3
"3347",51.339,3,3
"3348",51.394,3,3
"3349",51.403,3,3
"3350",51.428,3,3
"3351",51.444,3,3
"3352",51.453,3,3
"3353",51.478,3,3
"3354",51.494,3,3
"3355",51.503,3,3
"3356",51.528,3,3
"3357",51.544,3,3
"3358",51.553,3,3
"3359",51.578,3,3
"3360",51.594,3,3
"3361",51.603,3,3
"3362",51.628,3,3
"3363",51.644,3,3
"3364",51.653,3,3
"3365",51.678,3,3
"3366",51.694,3,3
"3367",51.703,3,3
"3368",51.728,3,3
"3369",51.744,3,3
"3370",51.753,3,3
"3371",51.778,3,3
"3372",51.794,3,3
"3373",51.803,3,3
"3374",51.828,3,3
"3375",51.844,3,3
"3376",51.853,3,3
"3377",51.878,3,3
"3378",51.894,3,3
"3379",51.903,3,3
"3380",51.928,3,3
"3381",51.944,3,3
"3382",51.953,3,3
"3383",51.978,3,3
"3384",51.994,3,3
"3385",52.003,3,3
"3386",52.028,3,3
"3387",52.044,3,3
"3388",52.053,3,3
"3389",52.078,3,3
"3390",52.094,3,3
"3391",52.103,3,3
"3392",52.128,3,3
"3393",52.144,3,3
"3394",52.153,3,3
"3395",52.178,3,3
"3396",52.194,3,3
"3397",52.203,3,3
"3398",52.228,3,3
"3399",52.244,3,3
"3400",52.253,3,3
"3401",52.278,3,3
"3402",52.294,3,3
"3403",52.303,3,3
"3404",52.328,3,3
"3405",52.344,3,3
"3406",52.353,3,3
"3407",52.378,3,3
"3408",52.394,3,3
"3409",52.403,3,3
"3410",52.428,3,3
"3411",52.444,3,3
"3412",52.453,3,3
"3413",52.478,3,3
"3414",52.494,3,3
"3415",52.503,3,3
"3416",52.528,3,3
"3417",52.544,3,3
"3418",52.553,3,3
"3419",52.578,3,3
"3420",52.594,3,3
"3421",52.603,3,3
"3422",52.628,3,3
"3423",52.644,3,3
"3424",52.653,3,3
"3425",52.678,3,3
"3426",52.694,3,3
"3427",52.703,3,3
"3428",52.728,3,3
"3429",52.744,3,3
"3430",52.753,3,3
"3431",52.778,3,3
"3432",52.794,3,3
"3433",52.803,3,3
"3434",52.859,1,3
"3435",52.869,1,3
"3436",52.894,3,3
"3437",52.909,3,3
"3438",52.919,3,3
"3439",52.944,3,2
"3440",52.959,3,3
"3441",52.969,3,3
"3442",52.994,3,3
"3443",53.009,3,3
"3444",53.019,3,3
"3445",53.044,3,3
"3446",53.059,3,3
"3447",53.069,3,3
"3448",53.094,3,3
"3449",53.109,3,3
"3450",53.119,3,3
"3451",53.144,3,3
"3452",53.159,3,3
"3453",53.169,3,3
"3454",53.194,3,3
"3455",53.209,3,3
"3456",53.219,3,3
"3457",53.244,3,3
"3458",53.259,3,3
"3459",53.269,3,3
"3460",53.294,3,3
"3461",53.309,3,3
"3462",53.319,3,3
"3463",53.344,3,3
"3464",53.359,3,3
"3465",53.369,3,3
"3466",53.394,3,3
"3467",53.409,3,3
"3468",53.419,3,3
"3469",53.444,3,3
"3470",53.459,3,3
"3471",53.469,3,3
"3472",53.494,3,3
"3473",53.509,3,3
"3474",53.519,3,3
"3475",53.544,3,3
"3476",53.559,3,3
"3477",53.569,3,3
"3478",53.594,3,3
"3479",53.609,3,3
"3480",53.619,3,3
"3481",53.644,3,3
"3482",53.659,3,3
"3483",53.669,3,3
"3484",53.694,3,3
"3485",53.709,3,3
"3486",53.719,3,3
"3487",53.744,3,3
"3488",53.759,3,3
"3489",53.769,3,3
"3490",53.794,3,3
"3491",53.809,3,3
"3492",53.819,3,3
"3493",53.844,3,3
"3494",53.859,3,3
"3495",53.869,3,3
"3496",53.894,3,3
"3497",53.909,3,3
"3498",53.919,3,3
"3499",53.944,3,3
"3500",53.959,3,3
"3501",53.969,3,3
"3502",53.994,3,3
"3503",54.009,3,3
"3504",54.019,3,3
"3505",54.044,3,3
"3506",54.059,3,3
"3507",54.069,3,3
"3508",54.094,4,2
"3509",54.109,4,2
"3510",54.119,4,3
"3511",54.144,3,3
"3512",54.159,3,3
"3513",54.169,3,3
"3514",54.194,3,3
"3515",54.209,3,3
"3516",54.219,3,3
"3517",54.244,3,3
"3518",54.259,3,3
"3519",54.269,3,3
"3520",54.294,3,3
"3521",54.309,3,3
"3522",54.333,1,3
"3523",54.334,1,3
"3524",54.359,1,3
"3525",54.383,3,3
"3526",54.384,3,3
"3527",54.409,3,3
"3528",54.433,3,3
"3529",54.434,3,3
"3530",54.459,3,3
"3531",54.483,3,3
"3532",54.484,3,3
"3533",54.509,3,3
"3534",54.533,3,3
"3535",54.534,3,3
"3536",54.559,3,3
"3537",54.583,3,3
"3538",54.584,3,3
"3539",54.609,3,3
"3540",54.633,3,3
"3541",54.634,3,3
"3542",54.659,3,3
"3543",54.683,3,3
"3544",54.684,3,3
"3545",54.709,3,3
"3546",54.733,3,3
"3547",54.734,3,3
"3548",54.759,3,3
"3549",54.783,3,3
"3550",54.784,3,3
"3551",54.809,3,3
"3552",54.833,3,3
"3553",54.834,3,3
"3554",54.859,3,3
"3555",54.883,3,3
"3556",54.884,3,3
"3557",54.909,3,3
"3558",54.933,3,3
"3559",54.934,3,3
"3560",54.959,3,3
"3561",54.983,3,3
"3562",54.984,3,3
"3563",55.009,3,3
"3564",55.033,3,3
"3565",55.034,3,3
"3566",55.059,3,3
"3567",55.083,3,3
"3568",55.084,3,3
"3569",55.109,3,3
"3570",55.133,3,3
"3571",55.134,3,3
"3572",55.159,3,3
"3573",55.183,3,3
"3574",55.184,3,3
"3575",55.209,3,3
"3576",55.233,3,3
"3577",55.234,3,3
"3578",55.259,3,3
"3579",55.283,3,3
"3580",55.284,3,3
"3581",55.309,1,3
"3582",55.333,1,3
"3583",55.345,1,3
"3584",55.351,1,3
"3585",55.37,1,3
"3586",55.395,1,3
"3587",55.401,1,3
"3588",55.42,1,3
"3589",55.445,1,3
"3590",55.451,1,3
"3591",55.47,1,3
"3592",55.495,2,1
"3593",55.501,2,1
"3594",55.52,3,3
"3595",55.545,3,3
"3596",55.551,3,3
"3597",55.57,3,3
"3598",55.595,3,3
"3599",55.601,3,3
"3600",55.62,3,3
"3601",55.645,3,3
"3602",55.651,3,3
"3603",55.67,3,3
"3604",55.695,3,3
"3605",55.701,3,3
"3606",55.72,3,3
"3607",55.745,3,3
"3608",55.751,3,3
"3609",55.752,1,3
"3610",55.752,1,3
"3611",55.77,3,3
"3612",55.777,1,3
"3613",55.795,3,3
"3614",55.801,3,3
"3615",55.802,1,3
"3616",55.802,1,3
"3617",55.82,3,3
"3618",55.827,1,3
"3619",55.845,3,3
"3620",55.851,3,3
"3621",55.852,1,3
"3622",55.852,1,3
"3623",55.87,3,3
"3624",55.877,1,3
"3625",55.895,3,3
"3626",55.901,3,3
"3627",55.902,1,3
"3628",55.902,1,3
"3629",55.92,3,3
"3630",55.927,1,3
"3631",55.945,3,3
"3632",55.951,3,3
"3633",55.97,3,3
"3634",55.995,3,3
"3635",56.001,3,3
"3636",56.02,3,3
"3637",56.045,1,3
"3638",56.051,3,3
"3639",56.07,3,3
"3640",56.095,3,3
"3641",56.101,3,3
"3642",56.12,3,3
"3643",56.145,3,3
"3644",56.151,3,3
"3645",56.17,3,3
"3646",56.195,3,3
"3647",56.201,3,3
"3648",56.22,3,3
"3649",56.245,3,3
"3650",56.251,3,3
"3651",56.27,3,3
"3652",56.302,3,3
"3653",56.314,3,3
"3654",56.327,3,3
"3655",56.352,1,3
"3656",56.364,1,3
"3657",56.377,3,3
"3658",56.402,3,3
"3659",56.414,3,3
"3660",56.427,3,3
"3661",56.452,3,3
"3662",56.464,3,3
"3663",56.477,3,3
"3664",56.502,3,3
"3665",56.514,3,3
"3666",56.527,3,3
"3667",56.552,3,3
"3668",56.564,3,3
"3669",56.577,3,3
"3670",56.602,3,3
"3671",56.614,3,3
"3672",56.627,3,3
"3673",56.652,3,3
"3674",56.664,3,3
"3675",56.677,3,3
"3676",56.702,3,3
"3677",56.714,3,3
"3678",56.727,3,3
"3679",56.752,3,3
"3680",56.764,3,3
"3681",56.777,3,3
"3682",56.802,3,3
"3683",56.814,3,3
"3684",56.827,3,3
"3685",56.852,3,3
"3686",56.864,3,3
"3687",56.877,3,3
"3688",56.902,3,3
"3689",56.914,3,3
"3690",56.927,3,3
"3691",56.952,3,3
"3692",56.964,3,3
"3693",56.977,1,3
"3694",57.002,1,3
"3695",57.014,1,3
"3696",57.027,3,3
"3697",57.052,3,3
"3698",57.064,3,3
"3699",57.077,3,3
"3700",57.102,3,3
"3701",57.114,3,3
"3702",57.127,3,3
"3703",57.152,3,3
"3704",57.164,3,3
"3705",57.177,3,3
"3706",57.202,3,3
"3707",57.214,3,3
"3708",57.227,3,3
"3709",57.252,3,3
"3710",57.264,3,3
"3711",57.277,3,3
"3712",57.302,3,3
"3713",57.314,3,3
"3714",57.327,3,3
"3715",57.352,3,3
"3716",57.364,3,3
"3717",57.377,3,3
"3718",57.402,3,3
"3719",57.414,3,3
"3720",57.427,3,3
"3721",57.452,3,3
"3722",57.464,3,3
"3723",57.477,3,3
"3724",57.502,3,3
"3725",57.514,3,3
"3726",57.527,3,3
"3727",57.552,3,3
"3728",57.564,3,3
"3729",57.577,3,3
"3730",57.602,3,3
"3731",57.614,3,3
"3732",57.627,3,3
"3733",57.652,3,3
"3734",57.664,3,3
"3735",57.677,3,3
"3736",57.714,3,3
"3737",57.791,1,3
"3738",57.797,1,3
"3739",57.816,3,3
"3740",57.841,1,3
"3741",57.847,1,3
"3742",57.866,3,3
"3743",57.891,1,3
"3744",57.897,1,3
"3745",57.916,3,3
"3746",57.941,3,3
"3747",57.947,3,3
"3748",57.966,3,3
"3749",57.991,3,3
"3750",57.997,3,3
"3751",58.016,3,3
"3752",58.041,3,3
"3753",58.047,1,3
"3754",58.066,1,3
"3755",58.091,3,3
"3756",58.097,3,3
"3757",58.116,3,3
"3758",58.141,3,3
"3759",58.147,3,3
"3760",58.166,3,3
"3761",58.191,3,3
"3762",58.197,3,3
"3763",58.216,3,3
"3764",58.241,1,3
"3765",58.247,1,3
"3766",58.266,1,3
"3767",58.291,3,3
"3768",58.297,3,3
"3769",58.316,3,3
"3770",58.341,3,3
"3771",58.347,3,3
"3772",58.366,3,3
"3773",58.391,3,3
"3774",58.397,3,3
"3775",58.416,3,3
"3776",58.441,3,3
"3777",58.447,3,3
"3778",58.466,1,3
"3779",58.491,1,3
"3780",58.497,1,3
"3781",58.516,1,3
"3782",58.541,1,3
"3783",58.547,1,3
"3784",58.566,1,3
"3785",58.591,1,3
"3786",58.61,1,3
"3787",58.635,3,3
"3788",58.638,1,3
"3789",58.66,1,3
"3790",58.685,1,3
"3791",58.688,1,3
"3792",58.71,1,3
"3793",58.735,3,3
"3794",58.738,3,3
"3795",58.76,3,3
"3796",58.785,1,3
"3797",58.788,1,3
"3798",58.81,1,3
"3799",58.835,1,3
"3800",58.838,1,3
"3801",58.86,3,3
"3802",58.885,1,3
"3803",58.888,1,3
"3804",58.91,1,3
"3805",58.935,1,3
"3806",58.938,1,3
"3807",58.96,1,3
"3808",58.985,1,3
"3809",58.988,1,3
"3810",59.01,1,3
"3811",59.035,1,3
"3812",59.038,1,3
"3813",59.06,1,3
"3814",59.085,1,3
"3815",59.088,1,3
"3816",59.11,1,3
"3817",59.135,1,3
"3818",59.138,1,3
"3819",59.16,1,3
"3820",59.185,1,3
"3821",59.188,1,3
"3822",59.21,1,3
"3823",59.235,1,3
"3824",59.238,1,3
"3825",59.26,1,3
"3826",59.285,1,3
"3827",59.288,1,3
"3828",59.31,1,3
"3829",59.335,1,3
"3830",59.338,1,3
"3831",59.36,1,3
"3832",59.379,1,3
"3833",59.385,1,3
"3834",59.404,3,3
"3835",59.418,1,3
"3836",59.429,1,3
"3837",59.454,1,3
"3838",59.468,2,3
"3839",59.479,2,3
"3840",59.504,1,3
"3841",59.518,1,3
"3842",59.529,1,3
"3843",59.554,1,3
"3844",59.568,1,3
"3845",59.579,1,3
"3846",59.604,1,3
"3847",59.618,1,3
"3848",59.629,1,3
"3849",59.654,1,3
"3850",59.668,1,3
"3851",59.679,1,3
"3852",59.704,1,3
"3853",59.718,1,3
"3854",59.729,1,3
"3855",59.754,1,3
"3856",59.768,1,3
"3857",59.779,1,3
"3858",59.804,1,3
"3859",59.818,1,3
"3860",59.829,1,3
"3861",59.854,1,3
"3862",59.868,2,1
"3863",59.879,2,1
"3864",59.904,2,1
"3865",59.918,2,1
"3866",59.929,2,1
"3867",59.954,1,3
"3868",59.968,1,3
"3869",59.979,1,3
"3870",60.004,1,3
"3871",60.018,1,3
"3872",60.029,1,3
"3873",60.054,1,3
"3874",60.076,1,3
"3875",60.077,1,3
"3876",60.101,1,3
"3877",60.102,1,3
"3878",60.126,1,3
"3879",60.127,1,3
"3880",60.151,1,3
"3881",60.152,1,3
"3882",60.176,1,1
"3883",60.177,1,1
"3884",60.201,1,3
"3885",60.202,1,3
"3886",60.226,1,3
"3887",60.227,1,3
"3888",60.251,1,3
"3889",60.252,1,3
"3890",60.276,1,3
"3891",60.277,1,3
"3892",60.301,1,3
"3893",60.302,1,3
"3894",60.326,2,3
"3895",60.327,2,3
"3896",60.351,1,3
"3897",60.352,1,3
"3898",60.376,5,4
"3899",60.377,5,4
"3900",60.401,5,4
"3901",60.402,5,4
"3902",60.426,3,3
"3903",60.427,3,3
"3904",60.451,3,3
"3905",60.452,3,3
"3906",60.476,3,3
"3907",60.477,3,3
"3908",60.501,3,3
"3909",60.502,3,3
"3910",60.526,3,3
"3911",60.527,3,3
"3912",60.551,3,3
"3913",60.552,3,3
"3914",60.576,3,3
"3915",60.577,3,3
"3916",60.601,3,3
"3917",60.602,3,3
"3918",60.626,3,3
"3919",60.627,3,3
"3920",60.651,3,3
"3921",60.652,3,3
"3922",60.676,3,3
"3923",60.677,3,3
"3924",60.701,3,3
"3925",60.702,3,3
"3926",60.726,3,3
"3927",60.727,3,3
"3928",60.751,3,3
"3929",60.752,3,3
"3930",60.776,3,2
"3931",60.777,3,2
"3932",60.801,3,3
"3933",60.802,3,3
"3934",60.826,3,3
"3935",60.827,3,3
"3936",60.851,3,3
"3937",60.852,3,3
"3938",60.876,3,3
"3939",60.877,3,3
"3940",60.901,3,3
"3941",60.902,3,3
"3942",60.926,3,3
"3943",60.927,3,3
"3944",60.951,3,3
"3945",60.952,3,3
"3946",60.976,3,3
"3947",60.977,3,3
"3948",61.001,1,3
"3949",61.002,1,3
"3950",61.026,3,3
"3951",61.027,3,3
"3952",61.051,3,3
"3953",61.052,3,3
"3954",61.076,3,3
"3955",61.077,3,3
"3956",61.101,3,3
"3957",61.102,3,3
"3958",61.126,3,3
"3959",61.127,3,3
"3960",61.151,3,3
"3961",61.152,3,3
"3962",61.176,3,3
"3963",61.177,3,3
"3964",61.201,3,3
"3965",61.202,3,3
"3966",61.226,3,3
"3967",61.227,3,3
"3968",61.251,3,3
"3969",61.252,3,3
"3970",61.276,3,3
"3971",61.276,3,3
"3972",61.301,3,3
"3973",61.301,3,3
"3974",61.326,3,3
"3975",61.326,3,3
"3976",61.351,3,3
"3977",61.351,3,3
"3978",61.376,3,3
"3979",61.376,3,3
"3980",61.401,4,2
"3981",61.401,4,2
"3982",61.426,3,3
"3983",61.426,3,3
"3984",61.451,3,3
"3985",61.451,3,3
"3986",61.466,1,3
"3987",61.476,1,3
"3988",61.476,1,3
"3989",61.487,1,3
"3990",61.491,3,3
"3991",61.512,3,3
"3992",61.516,3,3
"3993",61.537,3,3
"3994",61.541,3,3
"3995",61.562,3,3
"3996",61.566,3,3
"3997",61.587,4,3
"3998",61.591,4,2
"3999",61.612,4,3
"4000",61.616,4,3
"4001",61.637,3,3
"4002",61.641,3,3
"4003",61.662,3,3
"4004",61.666,3,3
"4005",61.687,3,3
"4006",61.691,3,3
"4007",61.712,3,3
"4008",61.716,3,3
"4009",61.737,3,3
"4010",61.741,3,3
"4011",61.762,3,3
"4012",61.766,3,3
"4013",61.787,3,3
"4014",61.791,3,2
"4015",61.812,3,3
"4016",61.816,3,3
"4017",61.837,3,2
"4018",61.841,3,2
"4019",61.862,3,3
"4020",61.866,3,3
"4021",61.887,3,3
"4022",61.891,3,3
"4023",61.912,3,3
"4024",61.916,3,3
"4025",61.937,3,3
"4026",61.941,3,2
"4027",61.962,3,2
"4028",61.966,3,2
"4029",61.987,3,3
"4030",61.991,3,3
"4031",62.012,1,3
