"","depth","mclust_results","hclust_3PCs-5Clusters"
"1704",25.845,1,1
"1705",25.859,1,1
"1706",25.884,1,1
"1707",25.895,1,1
"1708",25.909,1,3
"1709",25.934,1,3
"1710",25.945,1,3
"1711",25.959,1,3
"1712",25.984,1,3
"1713",25.995,1,3
"1714",26.009,1,3
"1715",26.034,1,3
"1716",26.045,1,1
"1717",26.059,1,1
"1718",26.084,1,3
"1719",26.095,1,3
"1720",26.109,1,1
"1721",26.134,1,3
"1722",26.145,1,1
"1723",26.159,1,1
"1724",26.184,1,1
"1725",26.195,1,1
"1726",26.209,1,1
"1727",26.234,1,1
"1728",26.245,1,1
"1729",26.259,1,1
"1730",26.284,1,3
"1731",26.295,1,3
"1732",26.309,1,3
"1733",26.334,1,3
"1734",26.345,1,3
"1735",26.359,1,3
"1736",26.384,1,3
"1737",26.395,1,3
"1738",26.409,1,3
"1739",26.434,1,3
"1740",26.445,1,3
"1741",26.459,1,3
"1742",26.484,1,3
"1743",26.495,1,3
"1744",26.509,1,3
"1745",26.534,1,3
"1746",26.545,1,3
"1747",26.559,1,3
"1748",26.584,1,3
"1749",26.595,1,3
"1750",26.609,1,3
"1751",26.634,1,3
"1752",26.645,1,3
"1753",26.659,1,3
"1754",26.684,1,3
"1755",26.695,1,3
"1756",26.709,1,3
"1757",26.734,1,3
"1758",26.745,1,3
"1759",26.759,1,3
"1760",26.784,1,3
"1761",26.795,1,3
"1762",26.809,1,3
"1763",26.834,1,3
"1764",26.845,1,3
"1765",26.859,1,3
"1766",26.884,1,3
"1767",26.895,1,1
"1768",26.909,1,3
"1769",26.934,1,1
"1770",26.945,1,3
"1771",26.959,1,3
"1772",26.984,1,3
"1773",26.995,1,3
"1774",27.009,1,3
"1775",27.034,2,2
"1776",27.045,1,2
"1777",27.059,1,2
"1778",27.084,1,1
"1779",27.095,1,1
"1780",27.109,1,1
"1781",27.134,1,1
"1782",27.145,1,3
"1783",27.159,1,3
"1784",27.184,1,3
"1785",27.195,1,3
"1786",27.209,2,1
"1787",27.234,5,4
"1788",27.245,1,1
"1789",27.262,1,1
"1790",27.287,1,3
"1791",27.302,1,3
"1792",27.312,1,3
"1793",27.337,1,3
"1794",27.352,1,1
"1795",27.362,1,1
"1796",27.387,1,1
"1797",27.402,1,3
"1798",27.412,1,3
"1799",27.437,1,3
"1800",27.452,1,3
"1801",27.462,1,1
"1802",27.487,1,2
"1803",27.502,3,2
"1804",27.512,3,2
"1805",27.537,4,2
"1806",27.552,4,2
"1807",27.562,4,2
"1808",27.587,4,2
"1809",27.602,4,2
"1810",27.612,4,2
"1811",27.637,4,2
"1812",27.652,1,2
"1813",27.662,2,2
"1814",27.687,2,2
"1815",27.702,1,2
"1816",27.712,4,2
"1817",27.737,4,2
"1818",27.752,4,2
"1819",27.762,1,2
"1820",27.787,4,2
"1821",27.802,4,2
"1822",27.812,4,2
"1823",27.837,4,2
"1824",27.852,4,2
"1825",27.862,4,2
"1826",27.887,4,2
"1827",27.902,4,2
"1828",27.912,4,2
"1829",27.937,3,3
"1830",27.952,3,3
"1831",27.962,3,3
"1832",27.987,1,2
"1833",28.002,3,3
"1834",28.012,3,3
"1835",28.037,3,2
"1836",28.052,4,3
"1837",28.062,3,3
"1838",28.087,1,2
"1839",28.102,3,2
"1840",28.112,3,2
"1841",28.137,1,2
"1842",28.152,1,3
"1843",28.162,1,2
"1844",28.187,1,2
"1845",28.202,1,2
"1846",28.212,4,2
"1847",28.237,3,3
"1848",28.252,3,2
"1849",28.262,3,3
"1850",28.287,3,3
"1851",28.302,3,3
"1852",28.312,3,3
"1853",28.337,3,2
"1854",28.352,3,3
"1855",28.362,3,3
"1856",28.387,3,3
"1857",28.402,3,3
"1858",28.412,3,3
"1859",28.437,3,3
"1860",28.452,3,3
"1861",28.462,3,3
"1862",28.487,3,3
"1863",28.502,3,3
"1864",28.512,3,2
"1865",28.537,3,2
"1866",28.552,3,3
"1867",28.562,3,3
"1868",28.587,3,3
"1869",28.602,3,3
"1870",28.612,3,3
"1871",28.637,3,3
"1872",28.652,1,2
"1873",28.662,3,2
"1874",28.687,1,2
"1875",28.702,4,2
"1876",28.723,4,2
"1877",28.748,3,3
"1878",28.763,3,3
"1879",28.773,3,3
"1880",28.798,3,3
"1881",28.813,3,3
"1882",28.823,3,2
"1883",28.848,3,3
"1884",28.863,3,3
"1885",28.873,3,3
"1886",28.898,4,3
"1887",28.913,4,3
"1888",28.923,3,3
"1889",28.948,3,3
"1890",28.963,3,3
"1891",28.973,3,3
"1892",28.998,3,3
"1893",29.013,3,3
"1894",29.023,3,3
"1895",29.048,3,3
"1896",29.063,3,3
"1897",29.073,3,3
"1898",29.098,3,3
"1899",29.113,4,2
"1900",29.123,4,2
"1901",29.148,4,2
"1902",29.163,4,2
"1903",29.173,3,3
"1904",29.198,3,3
"1905",29.213,3,3
"1906",29.223,3,3
"1907",29.248,3,3
"1908",29.263,3,3
"1909",29.273,3,3
"1910",29.298,3,3
"1911",29.313,3,3
"1912",29.323,3,3
"1913",29.348,3,3
"1914",29.363,3,3
"1915",29.373,3,3
"1916",29.398,3,3
"1917",29.413,1,3
"1918",29.423,3,3
"1919",29.448,3,3
"1920",29.463,3,3
"1921",29.473,3,3
"1922",29.498,1,2
"1923",29.513,3,3
"1924",29.523,3,3
"1925",29.548,3,3
"1926",29.563,1,3
"1927",29.573,3,3
"1928",29.598,3,3
"1929",29.613,3,3
"1930",29.623,3,3
"1931",29.661,3,2
"1932",29.686,3,3
"1933",29.687,3,3
"1934",29.711,3,2
"1935",29.736,1,2
"1936",29.737,1,2
"1937",29.761,3,3
"1938",29.786,4,2
"1939",29.787,4,2
"1940",29.811,1,3
"1941",29.836,1,2
"1942",29.837,1,2
"1943",29.861,1,2
"1944",29.886,4,2
"1945",29.887,4,2
"1946",29.911,3,3
"1947",29.936,3,3
"1948",29.937,3,3
"1949",29.961,3,2
"1950",29.986,3,3
"1951",29.987,3,3
"1952",30.011,3,2
"1953",30.036,1,2
"1954",30.037,1,2
"1955",30.061,1,2
"1956",30.086,1,2
"1957",30.087,1,2
"1958",30.111,2,2
"1959",30.136,1,2
"1960",30.137,1,2
"1961",30.161,3,3
"1962",30.186,3,3
"1963",30.187,3,3
"1964",30.211,1,2
"1965",30.236,3,3
"1966",30.237,3,3
"1967",30.261,3,3
"1968",30.286,1,3
"1969",30.287,1,3
"1970",30.311,1,3
"1971",30.336,1,3
"1972",30.337,1,3
"1973",30.361,1,2
"1974",30.386,3,3
"1975",30.387,3,3
"1976",30.411,1,3
"1977",30.436,3,3
"1978",30.437,3,3
"1979",30.461,3,3
"1980",30.486,3,3
"1981",30.487,3,3
"1982",30.511,3,3
"1983",30.536,1,3
"1984",30.537,1,3
"1985",30.561,1,3
"1986",30.586,1,3
"1987",30.587,1,3
"1988",30.611,3,3
"1989",30.636,3,3
"1990",30.637,3,3
"1991",30.661,1,3
"1992",30.686,1,3
"1993",30.687,1,3
"1994",30.711,3,3
"1995",30.736,1,3
"1996",30.737,1,3
"1997",30.761,1,3
"1998",30.786,3,3
"1999",30.787,3,3
"2000",30.811,1,3
"2001",30.836,1,3
"2002",30.837,1,3
"2003",30.861,3,3
"2004",30.886,3,3
"2005",30.887,3,3
"2006",30.911,1,3
"2007",30.936,1,3
"2008",30.937,1,3
"2009",30.961,1,3
"2010",30.986,1,3
"2011",30.987,1,3
"2012",31.011,1,3
"2013",31.036,2,3
"2014",31.037,2,3
"2015",31.051,2,3
"2016",31.076,1,3
"2017",31.079,1,3
"2018",31.101,2,3
"2019",31.126,2,3
"2020",31.129,2,3
"2021",31.151,2,1
"2022",31.176,1,3
"2023",31.179,1,3
"2024",31.201,1,3
"2025",31.226,1,3
"2026",31.229,1,3
"2027",31.251,2,3
"2028",31.276,1,3
"2029",31.279,1,3
"2030",31.301,1,3
"2031",31.326,1,3
"2032",31.329,1,3
"2033",31.351,1,3
"2034",31.376,1,3
"2035",31.379,1,3
"2036",31.401,1,2
"2037",31.426,1,2
"2038",31.429,1,2
"2039",31.451,1,2
"2040",31.476,1,2
"2041",31.479,1,2
"2042",31.501,2,1
"2043",31.526,2,1
"2044",31.529,2,1
"2045",31.551,2,1
"2046",31.576,2,1
"2047",31.579,2,1
"2048",31.601,1,2
"2049",31.626,1,2
"2050",31.629,1,2
"2051",31.651,1,3
"2052",31.676,2,1
"2053",31.679,2,1
"2054",31.701,2,1
"2055",31.71,3,3
"2056",31.71,3,3
"2057",31.726,2,1
"2058",31.729,2,1
"2059",31.735,3,3
"2060",31.751,2,1
"2061",31.76,3,3
"2062",31.76,3,3
"2063",31.776,2,1
"2064",31.779,2,1
"2065",31.785,3,3
"2066",31.801,2,2
"2067",31.81,3,3
"2068",31.81,3,3
"2069",31.826,2,1
"2070",31.829,2,1
"2071",31.835,3,3
"2072",31.851,2,1
"2073",31.876,2,1
"2074",31.879,2,1
"2075",31.901,2,1
"2076",31.926,2,1
"2077",31.929,2,1
"2078",31.951,2,1
"2079",31.976,2,1
"2080",31.979,2,1
"2081",32.001,2,1
"2082",32.026,2,1
"2083",32.029,2,1
"2084",32.051,2,1
"2085",32.076,1,2
"2086",32.079,1,2
"2087",32.101,1,2
"2088",32.126,2,2
"2089",32.129,2,2
"2090",32.151,2,2
"2091",32.176,1,2
"2092",32.179,1,2
"2093",32.201,2,2
"2094",32.226,1,2
"2095",32.229,1,2
"2096",32.251,1,2
"2097",32.276,1,2
"2098",32.279,1,2
"2099",32.301,1,1
"2100",32.326,2,1
"2101",32.329,2,1
"2102",32.351,2,1
"2103",32.376,2,1
"2104",32.379,2,1
"2105",32.401,2,2
"2106",32.426,2,2
"2107",32.429,2,2
"2108",32.451,2,1
"2109",32.476,2,1
"2110",32.479,2,1
"2111",32.501,2,1
"2112",32.506,2,1
"2113",32.52,2,1
"2114",32.545,1,2
"2115",32.556,1,2
"2116",32.57,1,3
"2117",32.595,1,3
"2118",32.606,1,1
"2119",32.62,1,1
"2120",32.645,1,3
"2121",32.656,1,3
"2122",32.67,3,3
"2123",32.695,3,3
"2124",32.706,3,3
"2125",32.72,3,3
"2126",32.745,3,3
"2127",32.756,3,3
"2128",32.77,2,1
"2129",32.795,2,1
"2130",32.806,2,1
"2131",32.82,2,1
"2132",32.845,3,3
"2133",32.856,3,3
"2134",32.87,3,3
"2135",32.895,3,3
"2136",32.906,3,3
"2137",32.92,3,3
"2138",32.945,1,3
"2139",32.956,1,3
"2140",32.97,1,3
"2141",32.995,1,3
"2142",33.006,3,3
"2143",33.02,3,3
"2144",33.045,1,3
"2145",33.056,1,3
"2146",33.07,1,3
"2147",33.095,1,3
"2148",33.106,1,3
"2149",33.12,1,3
"2150",33.145,1,3
"2151",33.156,1,1
"2152",33.17,1,1
"2153",33.195,1,3
"2154",33.206,1,3
"2155",33.22,1,3
"2156",33.245,1,1
"2157",33.256,1,1
"2158",33.27,1,1
"2159",33.295,1,3
"2160",33.306,1,3
"2161",33.32,1,3
"2162",33.345,1,3
"2163",33.356,1,1
"2164",33.37,1,1
"2165",33.395,1,3
"2166",33.406,1,3
"2167",33.42,1,3
"2168",33.445,1,1
"2169",33.456,1,1
"2170",33.47,1,1
"2171",33.495,1,1
"2172",33.506,1,1
"2173",33.52,1,1
"2174",33.545,5,4
"2175",33.556,5,4
"2176",33.57,5,4
"2177",33.595,2,1
"2178",33.606,2,1
"2179",33.62,2,1
"2180",33.645,2,1
"2181",33.656,2,1
"2182",33.67,2,1
"2183",33.695,1,1
"2184",33.706,1,1
"2185",33.72,1,1
"2186",33.745,1,1
"2187",33.756,1,1
"2188",33.77,1,1
"2189",33.795,1,1
"2190",33.806,1,1
"2191",33.82,1,1
"2192",33.845,3,3
"2193",33.856,3,3
"2194",33.87,1,3
"2195",33.895,3,3
"2196",33.906,3,3
"2197",33.92,3,3
"2198",33.98,1,3
"2199",34.001,3,3
"2200",34.005,3,3
"2201",34.03,1,3
"2202",34.051,1,3
"2203",34.055,1,3
"2204",34.08,1,1
"2205",34.101,1,3
"2206",34.105,1,3
"2207",34.13,1,3
"2208",34.151,1,3
"2209",34.155,1,3
"2210",34.18,1,3
"2211",34.201,3,3
"2212",34.205,3,3
"2213",34.23,3,3
"2214",34.251,3,3
"2215",34.255,3,3
"2216",34.28,3,3
"2217",34.301,3,3
"2218",34.305,3,3
"2219",34.33,3,3
"2220",34.351,3,3
"2221",34.355,3,3
"2222",34.38,1,3
"2223",34.401,3,3
"2224",34.405,3,3
"2225",34.43,3,3
"2226",34.451,3,3
"2227",34.455,3,3
"2228",34.48,3,3
"2229",34.501,3,3
"2230",34.505,3,3
"2231",34.53,3,3
"2232",34.551,3,3
"2233",34.555,3,3
"2234",34.58,3,3
"2235",34.601,3,3
"2236",34.605,3,3
"2237",34.63,3,3
"2238",34.651,3,3
"2239",34.655,3,3
"2240",34.68,3,3
"2241",34.701,3,3
"2242",34.705,3,3
"2243",34.73,3,3
"2244",34.751,1,3
"2245",34.755,1,3
"2246",34.78,3,3
"2247",34.801,1,3
"2248",34.805,1,3
"2249",34.83,3,3
"2250",34.851,3,3
"2251",34.855,3,3
"2252",34.88,1,3
"2253",34.901,1,3
"2254",34.905,1,3
"2255",34.93,1,3
"2256",34.951,3,3
"2257",34.955,3,3
"2258",34.98,3,3
"2259",35.015,3,3
"2260",35.015,3,3
"2261",35.04,3,3
"2262",35.04,3,3
"2263",35.065,3,3
"2264",35.065,3,3
"2265",35.09,3,3
"2266",35.09,3,3
"2267",35.115,3,3
"2268",35.115,3,3
"2269",35.14,3,3
"2270",35.14,3,3
"2271",35.165,3,3
"2272",35.165,3,3
"2273",35.19,3,3
"2274",35.19,3,3
"2275",35.215,3,3
"2276",35.215,3,3
"2277",35.24,3,3
"2278",35.24,3,3
"2279",35.265,3,3
"2280",35.265,3,3
"2281",35.29,3,3
"2282",35.29,3,3
"2283",35.315,3,3
"2284",35.315,3,3
"2285",35.34,3,3
"2286",35.34,3,3
"2287",35.365,3,3
"2288",35.365,3,3
"2289",35.39,3,3
"2290",35.39,3,3
"2291",35.415,3,3
"2292",35.415,3,3
"2293",35.44,3,3
"2294",35.44,3,3
"2295",35.465,3,3
"2296",35.465,3,3
"2297",35.49,3,3
"2298",35.49,3,3
"2299",35.515,3,3
"2300",35.515,3,3
"2301",35.54,3,3
"2302",35.54,3,3
"2303",35.565,3,3
"2304",35.565,3,3
"2305",35.59,3,3
"2306",35.59,3,3
"2307",35.615,3,3
"2308",35.615,3,3
"2309",35.64,3,3
"2310",35.64,3,3
"2311",35.665,3,3
"2312",35.665,3,3
"2313",35.69,3,3
"2314",35.69,3,3
"2315",35.715,1,3
"2316",35.715,1,3
"2317",35.74,3,3
"2318",35.74,3,3
"2319",35.765,3,3
"2320",35.765,3,3
"2321",35.79,3,3
"2322",35.79,3,3
"2323",35.815,3,3
"2324",35.815,3,3
"2325",35.84,3,3
"2326",35.84,3,3
"2327",35.865,3,3
"2328",35.865,3,3
"2329",35.89,3,3
"2330",35.89,3,3
"2331",35.915,3,3
"2332",35.915,3,3
"2333",35.94,3,3
"2334",35.94,3,3
"2335",35.965,3,3
"2336",35.965,3,3
"2337",35.99,3,3
"2338",35.99,3,3
"2339",36.015,3,3
"2340",36.015,3,3
"2341",36.04,3,3
"2342",36.04,3,3
"2343",36.065,3,3
"2344",36.065,3,3
"2345",36.09,3,3
"2346",36.09,3,3
"2347",36.115,3,3
"2348",36.115,3,3
"2349",36.14,3,3
"2350",36.14,3,3
"2351",36.165,1,3
"2352",36.165,1,3
"2353",36.19,3,3
"2354",36.19,3,3
"2355",36.215,3,3
"2356",36.215,3,3
"2357",36.24,3,3
"2358",36.24,3,3
"2359",36.265,3,3
"2360",36.265,3,3
"2361",36.29,3,3
"2362",36.29,3,3
"2363",36.315,3,3
"2364",36.315,3,3
"2365",36.34,3,3
"2366",36.34,3,3
"2367",36.372,3,3
"2368",36.376,3,3
"2369",36.397,1,3
"2370",36.401,3,3
"2371",36.422,1,3
"2372",36.426,1,3
"2373",36.447,1,3
"2374",36.451,1,3
"2375",36.472,1,3
"2376",36.476,1,3
"2377",36.497,1,3
"2378",36.501,1,3
"2379",36.522,1,3
"2380",36.526,1,3
"2381",36.547,1,3
"2382",36.551,1,3
"2383",36.572,1,3
"2384",36.576,1,3
"2385",36.597,1,3
"2386",36.601,1,3
"2387",36.622,1,3
"2388",36.626,1,3
"2389",36.647,2,1
"2390",36.651,2,1
"2391",36.672,2,1
"2392",36.676,2,1
"2393",36.697,1,3
"2394",36.701,1,3
"2395",36.722,1,3
"2396",36.726,1,3
"2397",36.747,1,3
"2398",36.751,1,3
"2399",36.772,1,3
"2400",36.776,1,3
"2401",36.797,1,3
"2402",36.801,1,3
"2403",36.822,3,3
"2404",36.826,3,3
"2405",36.847,1,3
"2406",36.851,1,3
"2407",36.872,1,3
"2408",36.876,1,3
"2409",36.897,1,3
"2410",36.901,1,3
"2411",36.922,1,3
"2412",36.926,1,3
"2413",36.947,1,3
"2414",36.951,1,3
"2415",36.972,3,3
"2416",36.976,3,3
"2417",36.997,3,3
"2418",37.001,3,3
"2419",37.022,3,3
"2420",37.026,3,3
"2421",37.047,1,3
"2422",37.051,1,3
"2423",37.072,1,3
"2424",37.076,1,3
"2425",37.097,3,3
"2426",37.101,3,3
"2427",37.122,3,3
"2428",37.126,3,3
"2429",37.147,3,3
"2430",37.151,3,3
"2431",37.172,1,3
"2432",37.176,1,3
"2433",37.197,1,3
"2434",37.201,3,3
"2435",37.222,3,3
"2436",37.226,3,3
"2437",37.247,1,3
"2438",37.251,1,3
"2439",37.272,1,3
"2440",37.276,1,3
"2441",37.297,1,3
"2442",37.301,3,3
"2443",37.322,3,3
"2444",37.326,3,3
"2445",37.347,3,3
"2446",37.351,3,3
"2447",37.372,3,3
"2448",37.376,3,3
"2449",37.397,3,3
"2450",37.401,3,3
"2451",37.422,3,3
"2452",37.426,3,3
"2453",37.447,1,3
"2454",37.451,1,3
"2455",37.472,1,3
"2456",37.476,1,3
"2457",37.497,1,3
"2458",37.501,3,3
"2459",37.522,4,3
"2460",37.526,4,3
"2461",37.547,3,3
"2462",37.551,3,3
"2463",37.572,3,3
"2464",37.575,3,3
"2465",37.597,3,3
"2466",37.6,1,3
"2467",37.622,1,3
"2468",37.625,1,3
"2469",37.647,3,3
"2470",37.65,3,3
"2471",37.672,3,3
"2472",37.675,3,3
"2473",37.697,3,2
"2474",37.7,3,3
"2475",37.722,3,3
"2476",37.725,3,3
"2477",37.747,3,3
"2478",37.75,3,3
"2479",37.772,3,3
"2480",37.775,3,3
"2481",37.8,2,3
"2482",37.837,2,3
"2483",37.838,2,3
"2484",37.862,3,3
"2485",37.863,3,3
"2486",37.887,3,3
"2487",37.888,3,3
"2488",37.912,3,3
"2489",37.913,3,3
"2490",37.937,3,3
"2491",37.938,3,3
"2492",37.962,3,3
"2493",37.963,3,3
"2494",37.987,3,3
"2495",37.988,3,3
"2496",38.012,3,3
"2497",38.013,3,3
"2498",38.037,3,3
"2499",38.038,3,3
"2500",38.062,3,3
"2501",38.063,3,3
"2502",38.087,3,3
"2503",38.088,3,3
"2504",38.112,3,3
"2505",38.113,3,3
"2506",38.137,3,3
"2507",38.138,3,3
"2508",38.162,3,3
"2509",38.163,3,3
"2510",38.187,3,3
"2511",38.188,3,3
"2512",38.212,3,3
"2513",38.213,3,3
"2514",38.237,3,3
"2515",38.238,3,3
"2516",38.262,3,3
"2517",38.263,3,3
"2518",38.287,4,2
"2519",38.288,4,2
"2520",38.312,3,3
"2521",38.313,3,3
"2522",38.337,3,2
"2523",38.338,3,2
"2524",38.362,3,2
"2525",38.363,3,2
"2526",38.387,3,3
"2527",38.388,3,3
"2528",38.412,4,2
"2529",38.413,4,2
"2530",38.437,3,2
"2531",38.438,3,2
"2532",38.462,3,2
"2533",38.463,3,2
"2534",38.487,3,2
"2535",38.488,3,2
"2536",38.512,3,2
"2537",38.513,3,2
"2538",38.537,3,2
"2539",38.538,3,2
"2540",38.562,3,3
"2541",38.563,3,3
"2542",38.587,3,2
"2543",38.588,3,2
"2544",38.612,1,3
"2545",38.613,1,3
"2546",38.637,1,2
"2547",38.638,1,2
"2548",38.662,3,3
"2549",38.663,3,3
"2550",38.687,3,2
"2551",38.688,3,2
"2552",38.712,3,2
"2553",38.713,3,2
"2554",38.737,3,2
"2555",38.738,3,2
"2556",38.762,3,3
"2557",38.763,3,3
"2558",38.787,3,3
"2559",38.788,3,3
"2560",38.812,3,3
"2561",38.813,3,3
"2562",38.837,1,2
"2563",38.838,1,2
"2564",38.862,1,3
"2565",38.863,1,3
"2566",38.887,3,2
"2567",38.888,3,2
"2568",38.912,3,2
"2569",38.913,3,2
"2570",38.937,3,2
"2571",38.938,3,2
"2572",38.962,3,3
"2573",38.963,3,3
"2574",38.987,3,3
"2575",38.988,3,3
"2576",39.012,3,3
"2577",39.013,3,3
"2578",39.037,3,3
"2579",39.038,3,3
"2580",39.062,3,3
"2581",39.063,3,3
"2582",39.087,3,3
"2583",39.088,3,3
"2584",39.112,3,3
"2585",39.113,3,3
"2586",39.137,3,3
"2587",39.138,3,3
"2588",39.162,3,3
"2589",39.163,3,3
"2590",39.187,3,3
"2591",39.188,3,3
"2592",39.212,3,3
"2593",39.213,3,3
"2594",39.237,3,3
"2595",39.238,3,3
"2596",39.262,3,3
"2597",39.299,3,3
"2598",39.299,3,3
"2599",39.324,3,3
"2600",39.324,3,3
"2601",39.349,3,3
"2602",39.349,3,3
"2603",39.374,3,3
"2604",39.374,3,3
"2605",39.399,3,3
"2606",39.399,3,3
"2607",39.424,3,3
"2608",39.424,3,3
"2609",39.449,3,3
"2610",39.449,3,3
"2611",39.474,3,3
"2612",39.474,3,3
"2613",39.499,1,3
"2614",39.499,1,3
"2615",39.524,3,2
"2616",39.524,3,2
"2617",39.549,3,3
"2618",39.549,3,3
"2619",39.574,3,2
"2620",39.574,3,2
"2621",39.599,3,3
"2622",39.599,3,3
"2623",39.624,3,3
"2624",39.624,3,3
"2625",39.649,3,3
"2626",39.649,3,3
"2627",39.674,1,2
"2628",39.674,1,2
"2629",39.699,1,2
"2630",39.699,1,2
"2631",39.724,1,3
"2632",39.724,1,3
"2633",39.749,3,3
"2634",39.749,3,3
"2635",39.774,1,3
"2636",39.774,1,3
"2637",39.799,3,3
"2638",39.799,3,3
"2639",39.824,3,3
"2640",39.824,3,3
"2641",39.849,3,3
"2642",39.849,3,3
"2643",39.874,3,3
"2644",39.874,3,3
"2645",39.899,3,3
"2646",39.899,3,3
"2647",39.924,3,3
"2648",39.924,3,3
"2649",39.949,3,3
"2650",39.949,3,3
"2651",39.974,3,3
"2652",39.974,3,3
"2653",39.999,3,3
"2654",39.999,3,3
"2655",40.024,3,3
"2656",40.024,3,3
"2657",40.049,3,3
"2658",40.049,3,3
"2659",40.074,3,3
"2660",40.074,3,3
"2661",40.099,3,3
"2662",40.099,3,3
"2663",40.124,1,3
"2664",40.124,1,3
"2665",40.149,3,3
"2666",40.149,3,3
"2667",40.174,1,3
"2668",40.174,1,3
"2669",40.199,1,3
"2670",40.199,1,3
"2671",40.224,1,3
"2672",40.224,1,3
"2673",40.249,1,3
"2674",40.249,1,3
"2675",40.274,1,3
"2676",40.274,1,3
"2677",40.299,1,3
"2678",40.299,1,3
"2679",40.324,1,1
"2680",40.324,1,1
"2681",40.349,1,1
"2682",40.349,1,1
"2683",40.374,1,3
"2684",40.374,1,3
"2685",40.399,1,1
"2686",40.399,1,1
"2687",40.424,1,3
"2688",40.424,1,3
"2689",40.449,2,1
"2690",40.449,2,1
"2691",40.474,1,1
"2692",40.474,1,1
"2693",40.499,1,3
"2694",40.499,1,3
"2695",40.524,1,3
"2696",40.524,1,3
"2697",40.549,1,3
"2698",40.549,1,3
"2699",40.574,1,3
"2700",40.574,1,3
"2701",40.599,1,3
"2702",40.599,1,3
"2703",40.624,1,3
"2704",40.624,1,3
"2705",40.649,3,2
"2706",40.649,3,2
"2707",40.674,3,2
"2708",40.674,3,2
"2709",40.699,3,2
"2710",40.699,3,2
"2711",40.724,1,2
"2712",40.724,1,2
"2713",40.767,2,1
"2714",40.787,2,1
"2715",40.792,4,2
"2716",40.812,3,2
"2717",40.817,3,2
"2718",40.837,3,2
"2719",40.842,3,2
"2720",40.862,3,2
"2721",40.867,3,2
"2722",40.887,3,2
"2723",40.892,3,2
"2724",40.912,3,2
"2725",40.917,3,2
"2726",40.937,3,2
"2727",40.942,3,2
"2728",40.962,3,2
"2729",40.967,3,2
"2730",40.987,3,2
"2731",40.992,4,2
"2732",41.012,3,2
"2733",41.017,3,2
"2734",41.037,3,3
"2735",41.042,3,3
"2736",41.062,3,3
"2737",41.067,3,3
"2738",41.087,3,2
"2739",41.092,3,2
"2740",41.112,3,3
"2741",41.117,3,3
"2742",41.137,3,3
"2743",41.159,1,3
"2744",41.163,1,3
"2745",41.184,3,3
"2746",41.209,3,3
"2747",41.213,3,3
"2748",41.234,3,3
"2749",41.259,3,3
"2750",41.263,3,3
"2751",41.284,3,3
"2752",41.309,3,3
"2753",41.313,3,3
"2754",41.334,1,3
"2755",41.359,3,2
"2756",41.363,3,2
"2757",41.384,3,3
"2758",41.409,3,3
"2759",41.413,3,3
"2760",41.434,2,1
"2761",41.459,1,3
"2762",41.463,1,3
"2763",41.484,3,3
"2764",41.509,3,3
"2765",41.513,3,3
"2766",41.534,1,3
"2767",41.559,1,3
"2768",41.563,1,3
"2769",41.584,3,3
"2770",41.609,1,3
"2771",41.613,1,3
"2772",41.634,3,3
"2773",41.659,3,3
"2774",41.663,3,3
"2775",41.684,3,3
"2776",41.709,3,3
"2777",41.713,3,3
"2778",41.734,1,3
"2779",41.759,3,3
"2780",41.763,3,3
"2781",41.784,3,3
"2782",41.809,3,3
"2783",41.813,3,3
"2784",41.834,1,3
"2785",41.859,1,3
"2786",41.863,1,3
"2787",41.884,1,3
"2788",41.909,1,3
"2789",41.913,1,3
"2790",41.934,1,3
"2791",41.959,1,3
"2792",41.963,1,3
"2793",41.984,1,3
"2794",42.009,1,3
"2795",42.013,1,3
"2796",42.034,3,3
"2797",42.059,3,3
"2798",42.063,3,3
"2799",42.084,3,3
"2800",42.109,3,3
"2801",42.113,3,3
"2802",42.134,3,3
"2803",42.159,1,3
"2804",42.163,1,3
"2805",42.184,3,3
"2806",42.209,1,3
"2807",42.213,1,3
"2808",42.234,1,3
"2809",42.259,1,3
"2810",42.263,1,3
"2811",42.284,1,3
"2812",42.309,3,3
"2813",42.313,3,3
"2814",42.334,3,3
"2815",42.359,1,3
"2816",42.363,1,3
"2817",42.384,1,1
"2818",42.409,1,1
"2819",42.413,1,1
"2820",42.414,1,1
"2821",42.421,1,1
"2822",42.439,1,1
"2823",42.464,1,1
"2824",42.471,1,1
"2825",42.489,2,1
"2826",42.514,2,1
"2827",42.521,2,1
"2828",42.539,1,1
"2829",42.564,1,3
"2830",42.571,1,3
"2831",42.589,1,3
"2832",42.614,1,3
"2833",42.621,1,3
"2834",42.639,1,3
"2835",42.664,1,3
"2836",42.671,1,3
"2837",42.689,1,3
"2838",42.714,1,3
"2839",42.721,1,3
"2840",42.739,1,3
"2841",42.764,1,3
"2842",42.771,1,3
"2843",42.789,1,3
"2844",42.814,1,3
"2845",42.821,1,3
"2846",42.839,1,3
"2847",42.864,1,3
"2848",42.871,1,3
"2849",42.889,1,3
"2850",42.914,1,3
"2851",42.921,1,3
"2852",42.939,1,3
"2853",42.964,1,3
"2854",42.971,1,3
"2855",42.989,1,3
"2856",43.014,1,3
"2857",43.021,1,3
"2858",43.039,1,3
"2859",43.064,1,3
"2860",43.071,1,3
"2861",43.089,1,3
"2862",43.114,1,3
"2863",43.121,1,3
"2864",43.139,1,3
"2865",43.164,1,3
"2866",43.171,1,3
"2867",43.189,1,3
